Key,Values
2982,"[4325, 10737, 36827, 76621, 80044, 80063, 92752, 153644, 157923, 166462, 182213, 210557, 210755, 225087, 231278, 233062, 256009, 261846]"
2983,"[4326, 38103, 45921, 146292, 186816, 234540]"
2984,"[4327, 79095, 101638, 133765, 156468, 181447, 189575, 236801, 249707]"
2985,"[4328, 4389, 24101, 41290, 54125, 84571, 100802, 135189, 136273, 159227, 168019, 172271, 179528, 182339, 182671, 182980, 183023, 184009, 184170, 184297, 184310, 184496, 184521, 184803, 184948, 185223, 186520, 186835, 187173, 187363, 187625, 187798, 187842, 187845, 188074, 188130, 188159, 188287, 188419, 188504, 195270, 195419, 196297, 228176]"
2986,"[4332, 12273, 62042, 93162, 147207, 224892, 229071, 233065]"
2987,"[4334, 64039, 101536, 102463, 102465, 127159, 136743, 138698, 174360, 185485, 186206, 186637, 204324, 204610, 204686, 233927]"
2988,"[4337, 13161, 16267, 17757, 31767, 74125, 113180, 128073, 128275, 128572, 132815, 172929, 198280, 198833, 206763, 208455, 223510]"
2989,"[16718, 19355, 41164, 44442, 45274, 45296, 56242, 58181, 58182, 62066, 64262, 71977, 85762, 90399, 95660, 114282, 130866, 139633, 141841, 154064, 156457, 158554, 170385, 173885, 178539, 178943, 184552, 191885, 195889, 199782, 219709, 231296]"
2990,"[4339, 52895, 183598, 219922, 242785, 242981, 245912]"
2991,"[4343, 59075, 61240, 161330, 194448, 223379]"
2992,"[4346, 47018, 48137, 63091, 114176, 172655, 177145, 180300, 185759, 187995, 207042, 227785, 236108, 244826, 257961]"
2993,"[4347, 10558, 17719, 18159, 19692, 21543, 26581, 28720, 28825, 30789, 31545, 32403, 41354, 42159, 44099, 46784, 48162, 48278, 48620, 58623, 71532, 72013, 91819, 97746, 97841, 104844, 115607, 118702, 119761, 119794, 119842, 122085, 130684, 132808, 169321, 178306, 187628, 201293, 223931, 232349, 233795, 237290, 237325, 241425]"
2994,"[4349, 54591, 129097]"
2995,"[4350, 5205, 41289, 42009, 43007, 49121, 54014, 98589, 105427, 125979, 193337, 195573, 212722, 221988, 242416, 250526]"
2996,"[4351, 35504, 42427, 68924, 69025, 159341]"
2997,"[4353, 7831, 11590, 31188, 42475, 50857, 57568, 63188, 67100, 67103, 68836, 73195, 84382, 111433, 121798, 124313, 138532, 142632, 160569, 166577, 175605, 182932, 188025, 191055, 201573, 242419, 250689, 254546, 254667, 256134, 258432]"
2998,"[4355, 113330, 122608, 191338, 193720, 193804, 199380, 204953, 205494, 208519, 209336, 210648, 210903, 211848, 211942, 215728, 217955, 239561, 256905]"
2999,"[4357, 12961, 62527, 80816, 81814, 92600, 110611, 124962, 148365, 191408, 192591, 244168]"
3000,"[4363, 8826, 13363, 15282, 17785, 20893, 21782, 21813, 23583, 37940, 53248, 64960, 103355, 106598, 109454, 110168, 110421, 110664, 110746, 116576, 117693, 118278, 122360, 140488, 159909, 214851, 240838, 246048]"
3001,[4364]
3002,"[4365, 16183, 16409, 23945, 24706, 39675]"
3003,"[4366, 24423, 37913, 43411, 44648, 48544, 75603, 83227, 102419, 138770, 144097, 155311, 168964, 169020, 176232, 177454, 179567, 214570, 218899, 238431, 238935, 239096, 245861, 257379, 260253]"
3004,"[4367, 19003, 73154, 73970, 107564, 109784, 122854, 145048, 163105, 163427, 163606, 222468, 224164, 246802]"
3005,"[4370, 6083, 33622, 34576, 138391, 187254, 244076]"
3006,"[4372, 6903, 11081, 27282, 43251, 43652, 43868, 55510, 56250, 57559, 60590, 84705, 85684, 100124, 122115, 123796, 127541, 128768, 139316, 142747, 148316, 164768, 165910, 168777, 168903, 169562, 170863, 172539, 178840, 179588, 180091, 180464, 183386, 184613, 185243, 185530, 186549, 187552, 187731, 188734, 188923, 190762, 196341, 197211, 197605, 197964, 198491, 200820, 201015, 202409, 202786, 203053, 203741, 204969, 204977, 205296, 205904, 206056, 207314, 207315, 207349, 207372, 207540, 208444, 209016, 209432, 210794, 211107, 211764, 212362, 212593, 212624, 212672, 212867, 213146, 213902, 214042, 214044, 214185, 214755, 214821, 215285, 215355, 215998, 216208, 216558, 217660, 218058, 219355, 219614, 219793, 219838, 219903, 219972, 220037, 220040, 220309, 220441, 220533, 220580, 220714, 220780, 220818, 220847, 220885, 220893, 220995, 220996, 221026, 221038, 221147, 221440, 221850, 222097, 222255, 222388, 222467, 222584, 222715, 222740, 222785, 223283, 223368, 223491, 223755, 223986, 224084, 224186, 225725, 226509, 226654, 226936, 227148, 227520, 227862, 228013, 228164, 228203, 228693, 229322, 229334, 229659, 231307, 231626, 232521, 232578, 232646, 232797, 233463, 233724, 233864, 234314, 234330, 234340, 234432, 235025, 235165, 235362, 235947, 236022, 236050, 236343, 236348, 237255, 237434, 238087, 239940, 240210, 240372, 240793, 240812, 241164, 241378, 241868, 242190, 242347, 244555, 245489, 245564, 245616, 245809, 246263, 247833, 251742, 252232, 253924, 253994, 257300, 259208, 261798]"
3007,"[4373, 46406, 52101, 104223, 162417, 179896, 209789]"
3008,"[4373, 30232, 34621, 36047, 36826, 40835, 48066, 53365, 70114, 72076, 75726, 76978, 81045, 85054, 90345, 91555, 103870, 114248, 126239, 129051, 142300, 160672, 161879, 167262, 180131, 186345, 205624, 211429]"
3009,"[4375, 7878, 11395, 20268, 29239, 32474, 36770, 43219, 43359, 68174, 80909, 96493, 100307, 112153, 127960, 158924, 158967, 176644, 185217, 186751, 202966, 214666, 227848, 246169, 248455, 256228]"
3010,"[4377, 11117, 12420, 14394, 20567, 52553, 101970, 107383, 114894, 115136, 131655, 145026, 145115, 154421, 167645, 175892, 185027, 188584, 191987, 204464, 207395, 217501, 232389, 232497, 243878]"
3011,"[4380, 16747, 23114, 23938, 47792, 61321, 69440, 73965, 80250, 90960, 92512, 98833, 99440, 100314, 108870, 140440, 147770, 166369, 167750, 170835, 182603, 183276, 211653, 238409, 244081, 247005]"
3012,"[4382, 95692, 120012, 141723, 153524]"
3013,"[4386, 4663, 13342, 14567, 17765, 25401, 25926, 26336, 26391, 32006, 37059, 37430, 62647, 63377, 63923, 68034, 71675, 71842, 75195, 75358, 82164, 82786, 82947, 91672, 91972, 91995, 92368, 93222, 102161, 102469, 111275, 126403, 132493, 148781, 149163, 151325, 165705, 172590, 193981, 196081, 226344, 241329, 247276, 250018, 261710]"
3014,"[4386, 4412, 26045, 46999, 71511, 108959, 145253, 161578, 219100, 237981]"
3015,"[4390, 12312, 19877, 36988, 48624, 53899, 58003, 61270, 68846, 68856, 72411, 77406, 79901, 80233, 84036, 84879, 87878, 100285, 103035, 122121, 155796, 162099, 176123, 178057, 190401, 193001, 196098, 232447, 243623, 252924, 254659, 254760, 256612, 258728, 260704, 261403]"
3016,"[4391, 93130, 129639, 148201, 240137, 243767, 244199, 244340, 260871]"
3017,"[4392, 8533, 14593, 37067, 38314, 45912, 78856, 101680, 178063, 178669, 185301, 234539, 248550, 248974, 251648, 257358]"
3018,"[4392, 14636, 18223, 18294, 37781, 38586, 40497, 40652, 41625, 48424, 49317, 74649, 94682, 111544, 118420, 137364, 174280, 204723, 205089, 235183, 239498, 253064, 254401, 258062]"
3019,"[4393, 4556, 5881, 21039, 42480, 45656, 46678, 49961, 97572, 102241, 148995, 152101, 159679, 164380, 183910, 185341, 201076, 222979, 224536, 247149]"
3020,"[4394, 62721, 79684, 80280, 80282, 80291, 80294, 80302, 82037]"
3021,"[4395, 24185, 24261, 43206, 112501, 139230, 258704]"
3022,"[4396, 39770, 58467, 76067, 120838, 153945, 223497, 242380, 245590, 261872]"
3023,"[4487, 79259, 126905, 176232, 179750, 196621, 206186]"
3024,"[4399, 21394, 23536, 53556, 79789, 90665, 117002, 124566, 135463, 204037]"
3025,"[4401, 6516, 71124, 84545, 93300, 152783, 256938]"
3026,"[4404, 13483, 22392, 119316, 137563, 137600, 138494, 148275, 157087, 174553, 178884, 181108, 181297, 186745, 191138, 206148, 206452, 206977, 207002, 207124, 207238, 207509, 207830, 212668, 212746, 213156, 213615, 215348, 215687, 216256, 216258, 219625, 220318, 220385, 220455, 220491, 220502, 220539, 220669, 221225, 221677, 222214, 222683, 222686, 223137, 223142, 223163, 223420, 223771, 223799, 225143, 225186, 227045, 227302, 227405, 228249, 228419, 228632, 228934, 229100, 229456, 231011, 231017, 231115, 233757, 234696, 234751, 236145, 237326, 237330, 237586, 239451, 239875, 239878, 240334, 240473, 241386, 241580, 241585, 242045, 242739, 246832, 254729]"
3027,"[4406, 7955, 18082, 35032, 40611, 87075, 92800, 104552, 112793, 114963, 121808, 133756, 150709, 153545, 156013, 160886, 162845, 162929, 163017, 163105, 163479, 163893, 199362, 200544, 223294, 224088, 224164, 235310, 249968, 250882]"
3028,"[4407, 49469, 50771, 63870, 79444, 145280, 187837, 192502, 205651, 215563, 261358]"
3029,"[4408, 36466, 36627, 107417, 158717, 177623, 243637]"
3030,"[4410, 64607, 108305, 157478, 185506, 228704]"
3031,"[4410, 4486, 30660, 55825, 106708, 183880, 220695, 220698, 222288]"
3032,"[4413, 12866, 24022, 38091, 40779, 43310, 54348, 61053, 61463, 67136, 68915, 84065, 98153, 105346, 105394, 120936, 121155, 127369, 131299, 135089, 150082, 159038, 160078, 167649, 170417, 172507, 185397, 196235, 208886, 209218, 210658, 218618, 220371, 224247, 234564, 248992, 253077]"
3033,"[4414, 5989, 14445, 36023, 38429, 86525, 238429]"
3034,"[4415, 7712, 9206, 14726, 21536, 36808, 42808, 84238, 201886]"
3035,"[4416, 16552, 46215, 176124, 186476, 186560]"
3036,"[4417, 11444, 22918, 44302, 122943, 215037]"
3037,"[4418, 85667, 96702, 118617, 157941, 203467]"
3038,"[4419, 51305, 87983, 111046, 135013, 140620, 154689, 168701, 227086]"
3039,"[4421, 20437, 59707, 78529, 81525, 122346, 135145, 135764, 142882, 143847, 147470, 177891, 186593, 201056, 203152, 210193, 217637, 237790, 238922, 261634]"
3040,"[4422, 32014, 35217, 57856, 70995, 81832, 92495, 94830, 123858, 123863, 144057, 166046, 167009, 180685, 202635, 206465, 217459, 219178, 234969, 235975, 240837, 243777]"
3041,"[4423, 28061, 29064, 30755, 32354, 36423]"
3042,"[4424, 8233, 8615, 41719, 47402, 186692, 186832, 195679, 200480, 205177, 205207, 205245, 208696, 211953, 222917, 229552, 240468, 240611, 249125, 249159, 253165]"
3043,"[4426, 25177, 75849, 133216, 171647, 187020, 215317]"
3044,"[4427, 17048, 82287, 167575, 180294, 189991, 207446, 207768, 212599, 213058, 220172, 222593, 224060, 236092, 241574]"
3045,"[4428, 13116, 160380, 160911, 230476, 234363]"
3046,"[4431, 4450, 5426, 37134, 72614, 84854, 126389, 126631, 160802, 172829, 177533, 194131, 210651, 212590, 227026]"
3047,"[4435, 4812, 4891, 4985, 5020, 16492]"
3048,"[4437, 94973, 174324, 198951, 218818, 220721, 220723, 242242, 253514, 254165]"
3049,"[4439, 157649, 167202, 174764, 203812, 203888]"
3050,"[4442, 79543, 156274, 165411, 180815, 208497]"
3051,"[4444, 21726, 79974, 88972, 96865, 119619, 150080, 197587, 205428, 217722, 226508]"
3052,"[4445, 11076, 11082, 11084, 58333, 62514, 63426, 63533]"
3053,"[4446, 4634, 4668, 38978, 61076, 81027, 81369, 99182, 175682, 238102]"
3054,"[4447, 38877, 55314, 232549, 232884]"
3055,"[4448, 11742, 150124, 190037, 219525, 236618]"
3056,"[4449, 136369, 168247, 168410, 168680, 198181, 225296, 225318, 226552, 226940, 231631, 244771]"
3057,"[4450, 6195, 115784, 154908, 175026, 223802, 230977, 240536, 244529, 260993]"
3058,"[4451, 13552, 20711, 20999, 21324, 65033, 120067, 181572, 219848]"
3059,"[4454, 10128, 19827, 70882, 83443, 143247, 145687, 150759, 154307, 210671, 216459, 226751, 245008, 259943]"
3060,"[4458, 57094, 91436, 202612, 225724, 255276]"
3061,"[4469, 8804, 47883, 74084, 84627, 93236, 177580, 211242, 231323, 236993, 239195]"
3062,"[4469, 148324, 192899, 210764, 218395, 225106, 232921]"
3063,"[4471, 15991, 16120, 16124, 18743, 21881, 108322]"
3064,"[4479, 13919, 22549, 22652, 69766, 79129, 123107, 251300]"
3065,"[4480, 46526, 92555, 138523, 160045, 169413, 194238]"
3066,"[4481, 20882, 39658, 89656, 175871, 178803, 183053, 183772, 192641, 193221, 194178, 201996, 203982, 209646, 215011, 225319, 246660]"
3067,"[4482, 43497, 62565, 64183, 74589, 194778]"
3068,"[4485, 12222, 12446, 12544, 13150, 13241, 26697, 27831, 28469, 32848, 70753, 74496, 82008, 133899, 261785]"
3069,"[4488, 23121, 67484, 169138, 238719, 238864, 239390]"
3070,"[4490, 4496, 4721, 6290, 6315, 9156, 18945]"
3071,"[4491, 4791, 36552, 69665, 87424, 88672, 100841, 151267, 194364, 244863, 256642, 256797]"
3072,"[4493, 4914, 6635, 14047, 26377, 73104, 93690]"
3073,"[4495, 92261, 137100, 147784, 158675, 257940]"
3074,"[4498, 9068, 77657, 79610, 87544, 110097, 154614, 154939, 155289, 155977, 164738, 166251, 169458, 229618, 234463]"
3075,"[4498, 18302, 28878, 63282, 73682, 75387, 77657, 86994, 96990, 98008, 102446, 103162, 154382, 154442, 154522, 154604, 154632, 154636, 154642, 154651, 154696, 154725, 154734, 154835, 154899, 154933, 154939, 155039, 155138, 155150, 155167, 155286, 155289, 155322, 155450, 156042, 156086, 156431, 160762, 164719, 169641, 169736, 170567, 172382, 179880, 195696, 214740, 214980, 216083, 219645, 220268, 221031, 229618, 230845, 234453, 245058, 252133, 252486]"
3076,"[4498, 18441, 155043, 169641, 181569, 182218]"
3077,"[5028, 5487, 7260, 7709, 15363, 15649]"
3078,"[4501, 11657, 23245, 90703, 93791, 99306, 130590, 135274, 166635, 202272, 218257]"
3079,"[4503, 27752, 46215, 54556, 65030, 70793, 98339, 142962, 146007, 166302, 170930, 202959]"
3080,"[4506, 31282, 161446, 206830, 210286, 222124, 238585, 259529]"
3081,"[4508, 11538, 52078, 57707, 69002, 76009, 78449, 90481, 92721, 97252, 98422, 142046, 161501, 195922, 197165, 198117, 202241, 226465, 231294, 237592, 258291]"
3082,"[4510, 56803, 140810, 155730, 168201, 248946]"
3083,"[4511, 7425, 139433, 231133, 232223, 232448]"
3084,"[4512, 78361, 139708, 157483, 175962, 199014, 200003, 246132]"
3085,"[4513, 19735, 74856, 78441, 88347, 95838, 113475, 121866, 122104, 140878, 150133, 153531, 155474, 155525, 156175, 156225, 156747, 166064, 175148, 190352, 208370, 212895, 220332, 235320, 251935, 260849]"
3086,"[4514, 12064, 14779, 17035, 17038, 23272, 25441, 25454, 56519, 69701, 70180, 80440, 85635, 91079, 91932, 100244, 117461, 133907, 134610, 135307, 151302, 174294, 182703, 196077, 212995, 223321, 227724, 234374, 248290, 248297, 248526, 257566]"
3087,"[4517, 6453, 8201, 9106, 12070, 12443, 59198, 77123, 80942, 84472, 90879, 94637, 94670, 95138, 97861, 103033, 115692, 120977, 121733, 132653, 141124, 142859, 149629, 177652, 201522, 202759, 215726, 258105, 258888]"
3088,"[4519, 11508, 13629, 14592, 17111, 39820, 68837, 87383, 89914, 97899, 216697, 250136, 261840]"
3089,"[4520, 6260, 32395, 37171, 37458, 49206, 58685, 65575, 73214, 84030, 111817, 113336, 139293, 140638, 160178, 176848, 179930, 192652, 193910, 206571, 214242, 231421, 250140, 259071, 261564]"
3090,"[4521, 37900, 41002, 49850, 226686, 257071]"
3091,"[4522, 6657, 14301, 16214, 17492, 18281, 19330, 25476, 25555, 26527, 31775, 35633, 39280, 45090, 45330, 59444, 61963, 64887, 65516, 66816, 73777, 78117, 82235, 84221, 84222, 92765, 102384, 112039, 113272, 115834, 125163, 129421, 132482, 136574, 139312, 144098, 147226, 148468, 162486, 169202, 169896, 171269, 177438, 185954, 230097, 233137, 241303, 248856, 256554, 261709]"
3092,"[4524, 5660, 16063, 20586, 38893, 40431, 70666, 72893, 78175, 80138, 84555]"
3093,"[4525, 4609, 7760, 18265, 19377, 26593, 67924, 73727, 82750, 84317, 84747, 102951, 103001, 103010, 103138, 103143, 103180, 103194, 103197, 103420, 110921, 112126, 124851, 130051, 130749, 131785, 175093, 186575, 196042, 197643, 254410]"
3094,"[4526, 4953, 5573, 8642, 9263, 9638, 9822, 10371, 12154, 18309, 27750, 27768, 70687, 99902]"
3095,"[4527, 48777, 53837, 54506, 55203, 56183, 57056, 64264, 65933, 82087, 82147, 83178, 83687, 92738, 94166, 103845]"
3096,"[4529, 17336, 37435, 48382, 59119, 70059, 71528, 79923, 91822, 91887, 92117, 95403, 96450, 102293, 129080, 136334, 136698, 148108, 173564, 173584, 183984, 191211, 195869, 213620, 218370, 218379, 234881, 236971, 242229]"
3097,"[4530, 8387, 23058, 38910, 39413, 41889, 70191]"
3098,"[4532, 6206, 6786, 7117, 13648, 17044, 20725, 25079, 27795, 39584, 43250, 43505, 46920, 55428, 59493, 62439, 67488, 87570, 92120, 96042, 96467, 111690, 115599, 121787, 128209, 133769, 137196, 138386, 140565, 153801, 161356, 162418, 163742, 164502, 165177, 166492, 170779, 170871, 172574, 173198, 173630, 173783, 178566, 178684, 178952, 179770, 179907, 179964, 180433, 180552, 180610, 180635, 180691, 180761, 180766, 185370, 185661, 186070, 187137, 188463, 194788, 196006, 196921, 198144, 198188, 198760, 199271, 200068, 200158, 201002, 201777, 203594, 203882, 204395, 204628, 205363, 205368, 205548, 205708, 205724, 205874, 206497, 206896, 207241, 207300, 207342, 207344, 207357, 207364, 207397, 207424, 207443, 207467, 207477, 207489, 207563, 207604, 207619, 207762, 207852, 208079, 208472, 209112, 210819, 211072, 212146, 212204, 212207, 212535, 212578, 212632, 212636, 212694, 212700, 212708, 212726, 212734, 212739, 212742, 212748, 212843, 213140, 213418, 213460, 213465, 213500, 213575, 213629, 213679, 213757, 213896, 213935, 214142, 214166, 214306, 214795, 214885, 214895, 214962, 215057, 215390, 215412, 215988, 216016, 216291, 216305, 218195, 219022, 219111, 219164, 219448, 219453, 219623, 219632, 219798, 219825, 219970, 219978, 219981, 219982, 219991, 220092, 220098, 220116, 220141, 220162, 220166, 220201, 220241, 220247, 220305, 220368, 220388, 220410, 220415, 220416, 220428, 220460, 220498, 220511, 220521, 220523, 220531, 220609, 220653, 220657, 220701, 220719, 220722, 220742, 220765, 220805, 220816, 220820, 220831, 220845, 220849, 220879, 220883, 220936, 220986, 221021, 221037, 221159, 221184, 221209, 221237, 221339, 221429, 221481, 221564, 221647, 221935, 222080, 222098, 222109, 222175, 222318, 222348, 222427, 222455, 222456, 222800, 222956, 222975, 223013, 223136, 223181, 223186, 223195, 223422, 223574, 223598, 223656, 223699, 223759, 224190, 224203, 224662, 225394, 225751, 225957, 227081, 227132, 227238, 227328, 227330, 227357, 227403, 227660, 227698, 227763, 227978, 228138, 228301, 228311, 228342, 228374, 228711, 228738, 228872, 229236, 229322, 229458, 230043, 230098, 230764, 230841, 230976, 231071, 231668, 231819, 234151, 234393, 234552, 234963, 235094, 235450, 235681, 236182, 236344, 237162, 237278, 237286, 239492, 239620, 239650, 239841, 239996, 240077, 240790, 241133, 241138, 241142, 241270, 241402, 241408, 241467, 241501, 241548, 241725, 241746, 241831, 241845, 241927, 241980, 242134, 242144, 242197, 242212, 242266, 242463, 242897, 245042, 248369, 255215, 259967, 260998, 261020]"
3099,"[4533, 4543, 8004, 26840, 54473, 63557, 76418, 76602, 82408, 83204, 83637, 93127, 103728, 161087, 193710, 196008, 222089, 222154, 240851, 248948, 248958, 253724, 255475, 258652]"
3100,"[4534, 83558, 130007, 130201, 145114, 167008, 182451, 222422]"
3101,"[4536, 124196, 125040, 125599, 126430, 127465, 127476, 127483, 128518, 129892, 130889, 132879, 133419, 133670, 134379, 134432, 134920, 134929, 136208, 136475, 137013, 146245, 147228, 200789, 201145, 224512]"
3102,"[4537, 41595, 57547, 65061, 86151, 86160, 86161, 86196, 86754, 101949, 115453, 201698, 203874, 208810]"
3103,"[4538, 19199, 27441, 28188, 34118, 143922, 180504, 213928, 259803]"
3104,"[4539, 5213, 5697, 5698, 22851, 23025, 23517, 24377, 25660, 25685, 25743, 25747, 25758, 25790, 25976, 26008, 26033, 26167, 26291, 26432, 29582, 34824, 34828, 222970, 223307, 223363, 227186]"
3105,"[4540, 7107, 10626, 97659, 131273, 164372, 194090, 194812, 200469, 208701, 210504, 210506, 211300, 211366, 212617, 213005, 214106, 214371, 216127, 216218]"
3106,"[4541, 31050, 41379, 52024, 58823, 58941, 59255, 219294, 219470, 219482, 222647]"
3107,"[4542, 5674, 10074, 12454, 48343, 80290, 92640, 120931]"
3108,"[4544, 6945, 15861, 16596, 23010, 23380, 23402, 23768, 35595, 44894, 45214, 54471, 56791, 57052, 57661, 60913, 63322, 73785, 93363, 125267, 131427, 148007, 163506, 168393, 177007, 184148, 186180, 196516, 198382, 202923, 226388, 230530, 231943, 232923, 233799, 244814, 246052, 247310, 257307, 259204]"
3109,"[4546, 6063, 67190, 79622, 81801, 94832, 146019, 195151, 244848]"
3110,"[4547, 4901, 4997, 5732, 8222, 9096, 10852]"
3111,"[4547, 4615, 4903, 7695, 7892, 9096, 9249, 16487]"
